,0,1,2,3,4,5,6,7,8,name,dispointstrict,district,state,extraction_date
1457,"<img src=""grosplan/PA/PA_1458-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_1458 [30 pts]</b>",Date de pose : 23/02/2021,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;09&quot;);"">Paris - 9ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : février 2021 (report),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_1458/"" target=""_blank"">hashtag #PA_1458</a></font>","<div id=""image6""><a class=""chocolat-image"" href=""photos/PA/PA_1458-fevrier2021.jpg"" title=""PA_1458-fevrier2021""><img src=""images/PA/PA_1458-fevrier2021.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_1458,30,Paris - 9ème arrondissement,OK,2025-01-31
1458,"<img src=""grosplan/PA/PA_1459-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_1459 [30 pts]</b>",Date de pose : 23/02/2021,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;09&quot;);"">Paris - 9ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : février 2021 (report),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_1459/"" target=""_blank"">hashtag #PA_1459</a></font>","<div id=""image7""><a class=""chocolat-image"" href=""photos/PA/PA_1459-fevrier2021.jpg"" title=""PA_1459-fevrier2021""><img src=""images/PA/PA_1459-fevrier2021.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_1459,30,Paris - 9ème arrondissement,OK,2025-01-31
145,"<img src=""grosplan/PA/PA_0146-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_146 [30 pts]</b>",Date de pose : 31/12/1998,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;13&quot;);"">Paris - 13ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_degraded.png"" class=""banniere"" width=""25""> Dégradé",Date et source : novembre 2024 (report),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_146/"" target=""_blank"">hashtag #PA_146</a></font>","<div id=""image51""><a class=""chocolat-image"" href=""photos/PA/PA_0146-janvier2016.jpg"" title=""PA_0146-janvier2016""><img src=""images/PA/PA_0146-janvier2016.jpg"" width=""300"" class=""imagelien""></a></div>","<div id=""image52""><a class=""chocolat-image"" href=""photos/PA/PA_0146-novembre2024.jpg"" title=""PA_0146-novembre2024""><img src=""images/PA/PA_0146-novembre2024.jpg"" width=""300"" class=""imagelien""></a></div>",PA_146,30,Paris - 13ème arrondissement,Dégradé,2025-01-31
1459,"<img src=""grosplan/PA/PA_1460-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_1460 [50 pts]</b>",Date de pose : 23/02/2021,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;93&quot;);"">Paris - banlieue 93</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : février 2021 (report),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_1460/"" target=""_blank"">hashtag #PA_1460</a></font>","<div id=""image8""><a class=""chocolat-image"" href=""photos/PA/PA_1460-fevrier2021.jpg"" title=""PA_1460-fevrier2021""><img src=""images/PA/PA_1460-fevrier2021.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_1460,50,Paris - banlieue 93,OK,2025-01-31
1460,"<img src=""grosplan/PA/PA_1461-grosplan.png"" title=""DR MARIO 2021"" width=""100"">","<font class=""normal""><b>PA_1461 [40 pts]</b>",Date de pose : 07/04/2021,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;12&quot;);"">Paris - 12ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : avril 2021 (Instagram),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_1461/"" target=""_blank"">hashtag #PA_1461</a></font>","<div id=""image9""><a class=""chocolat-image"" href=""photos/PA/PA_1461-avril2021.jpg"" title=""PA_1461-avril2021""><img src=""images/PA/PA_1461-avril2021.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_1461,40,Paris - 12ème arrondissement,OK,2025-01-31
1461,"<img src=""grosplan/PA/PA_1462-grosplan.png"" title=""ACTARUS PRINCE D'EUPHOR"" width=""100"">","<font class=""normal""><b>PA_1462 [40 pts]</b>",Date de pose : 28/04/2021,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;17&quot;);"">Paris - 17ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : avril 2021 (report),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_1462/"" target=""_blank"">hashtag #PA_1462</a></font>","<div id=""image10""><a class=""chocolat-image"" href=""photos/PA/PA_1462-avril2021.jpg"" title=""PA_1462-avril2021""><img src=""images/PA/PA_1462-avril2021.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_1462,40,Paris - 17ème arrondissement,OK,2025-01-31
1462,"<img src=""grosplan/PA/PA_1463-grosplan.png"" title=""ARIBA RIBA, ANDALE YIPA YIPA"" width=""100"">","<font class=""normal""><b>PA_1463 [30 pts]</b>",Date de pose : 12/05/2021,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;05&quot;);"">Paris - 5ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : mai 2021 (Instagram),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_1463/"" target=""_blank"">hashtag #PA_1463</a></font>","<div id=""image11""><a class=""chocolat-image"" href=""photos/PA/PA_1463-mai2021.jpg"" title=""PA_1463-mai2021""><img src=""images/PA/PA_1463-mai2021.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_1463,30,Paris - 5ème arrondissement,OK,2025-01-31
1463,"<img src=""grosplan/PA/PA_1464-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_1464 [30 pts]</b>",Date de pose : 18/05/2021,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;05&quot;);"">Paris - 5ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : mai 2021 (report),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_1464/"" target=""_blank"">hashtag #PA_1464</a></font>","<div id=""image12""><a class=""chocolat-image"" href=""photos/PA/PA_1464-mai2021.jpg"" title=""PA_1464-mai2021""><img src=""images/PA/PA_1464-mai2021.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_1464,30,Paris - 5ème arrondissement,OK,2025-01-31
1464,"<img src=""grosplan/PA/PA_1465-grosplan.png"" title=""DEATH IS IN THE AIR"" width=""100"">","<font class=""normal""><b>PA_1465 [50 pts]</b>",Date de pose : 26/05/2021,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;19&quot;);"">Paris - 19ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : mai 2021 (Instagram),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_1465/"" target=""_blank"">hashtag #PA_1465</a></font>","<div id=""image13""><a class=""chocolat-image"" href=""photos/PA/PA_1465-avril2022.jpg"" title=""PA_1465-avril2022""><img src=""images/PA/PA_1465-avril2022.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_1465,50,Paris - 19ème arrondissement,OK,2025-01-31
1465,"<img src=""grosplan/PA/PA_1466-grosplan.png"" title=""BETTER AT NIGHT!"" width=""100"">","<font class=""normal""><b>PA_1466 [30 pts]</b>",Date de pose : 02/06/2021,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;05&quot;);"">Paris - 5ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : mars 2024,"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_1466/"" target=""_blank"">hashtag #PA_1466</a></font>","<div id=""image14""><a class=""chocolat-image"" href=""photos/PA/PA_1466-juin2021.jpg"" title=""PA_1466-juin2021""><img src=""images/PA/PA_1466-juin2021.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_1466,30,Paris - 5ème arrondissement,OK,2025-01-31
1466,"<img src=""grosplan/PA/PA_1467-grosplan.png"" title=""ANOTHER BRICK IN THE WALL"" width=""100"">","<font class=""normal""><b>PA_1467 [50 pts]</b>",Date de pose : 09/06/2021,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;94&quot;);"">Paris - banlieue 94</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : juin 2021 (report),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_1467/"" target=""_blank"">hashtag #PA_1467</a></font>","<div id=""image15""><a class=""chocolat-image"" href=""photos/PA/PA_1467-juin2021.jpg"" title=""PA_1467-juin2021""><img src=""images/PA/PA_1467-juin2021.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_1467,50,Paris - banlieue 94,OK,2025-01-31
1467,"<img src=""grosplan/PA/PA_1468-grosplan.png"" title=""RUE DE LAPPE IS BEHIND :))"" width=""100"">","<font class=""normal""><b>PA_1468 [50 pts]</b>",Date de pose : 29/03/2022,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;11&quot;);"">Paris - 11ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : mars 2023 (report),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_1468/"" target=""_blank"">hashtag #PA_1468</a></font>","<div id=""image16""><a class=""chocolat-image"" href=""photos/PA/PA_1468-juillet2022.jpg"" title=""PA_1468-juillet2022""><img src=""images/PA/PA_1468-juillet2022.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_1468,50,Paris - 11ème arrondissement,OK,2025-01-31
1468,"<img src=""grosplan/PA/PA_1469-grosplan.png"" title=""BURNING PLANET"" width=""100"">","<font class=""normal""><b>PA_1469 [40 pts]</b>",Date de pose : 25/04/2022,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;10&quot;);"">Paris - 10ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : mai 2022,"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_1469/"" target=""_blank"">hashtag #PA_1469</a></font>","<div id=""image17""><a class=""chocolat-image"" href=""photos/PA/PA_1469-mai2022.jpg"" title=""PA_1469-mai2022""><img src=""images/PA/PA_1469-mai2022.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_1469,40,Paris - 10ème arrondissement,OK,2025-01-31
146,"<img src=""grosplan/PA/PA_0147-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_147 [10 pts]</b>",Date de pose : 31/12/1998,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;13&quot;);"">Paris - 13ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : novembre 2024 (report),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_147/"" target=""_blank"">hashtag #PA_147</a></font>","<div id=""image53""><a class=""chocolat-image"" href=""photos/PA/PA_0147-avril2015.jpg"" title=""PA_0147-avril2015""><img src=""images/PA/PA_0147-avril2015.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_147,10,Paris - 13ème arrondissement,OK,2025-01-31
1469,"<img src=""grosplan/PA/PA_1470-grosplan.png"" title=""JAMINVADER"" width=""100"">","<font class=""normal""><b>PA_1470 [30 pts]</b>",Date de pose : 25/04/2022,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;10&quot;);"">Paris - 10ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : octobre 2023,"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_1470/"" target=""_blank"">hashtag #PA_1470</a></font>","<img src=""images/PA/PA_1470-avril2022.jpg"" width=""300"">",&nbsp;,PA_1470,30,Paris - 10ème arrondissement,OK,2025-01-31
1470,"<img src=""grosplan/PA/PA_1471-grosplan.png"" title=""SK8 OR DIE"" width=""100"">","<font class=""normal""><b>PA_1471 [30 pts]</b>",Date de pose : 10/05/2022,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;10&quot;);"">Paris - 10ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : juin 2023 (report),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_1471/"" target=""_blank"">hashtag #PA_1471</a></font>","<div id=""image18""><a class=""chocolat-image"" href=""photos/PA/PA_1471-mai2022.jpg"" title=""PA_1471-mai2022""><img src=""images/PA/PA_1471-mai2022.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_1471,30,Paris - 10ème arrondissement,OK,2025-01-31
1471,"<img src=""grosplan/PA/PA_1472-grosplan.png"" title=""ORANGE MECANIQUE"" width=""100"">","<font class=""normal""><b>PA_1472 [30 pts]</b>",Date de pose : 20/07/2022,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;15&quot;);"">Paris - 15ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : juillet 2022 (FlashInvaders),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_1472/"" target=""_blank"">hashtag #PA_1472</a></font>","<div id=""image19""><a class=""chocolat-image"" href=""photos/PA/PA_1472-juillet2022.jpg"" title=""PA_1472-juillet2022""><img src=""images/PA/PA_1472-juillet2022.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_1472,30,Paris - 15ème arrondissement,OK,2025-01-31
1472,"<img src=""grosplan/PA/PA_1473-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_1473 [50 pts]</b>",Date de pose : 20/07/2022,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;03&quot;);"">Paris - 3ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : septembre 2022,"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_1473/"" target=""_blank"">hashtag #PA_1473</a></font>","<div id=""image20""><a class=""chocolat-image"" href=""photos/PA/PA_1473-septembre2022.jpg"" title=""PA_1473-septembre2022""><img src=""images/PA/PA_1473-septembre2022.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_1473,50,Paris - 3ème arrondissement,OK,2025-01-31
1473,"<img src=""grosplan/PA/PA_1474-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_1474 [20 pts]</b>",Date de pose : 07/09/2022,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;04&quot;);"">Paris - 4ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : décembre 2022,"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_1474/"" target=""_blank"">hashtag #PA_1474</a></font>","<div id=""image21""><a class=""chocolat-image"" href=""photos/PA/PA_1474-decembre2022.jpg"" title=""PA_1474-decembre2022""><img src=""images/PA/PA_1474-decembre2022.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_1474,20,Paris - 4ème arrondissement,OK,2025-01-31
1474,"<img src=""grosplan/PA/PA_1475-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_1475 [20 pts]</b>",Date de pose : 07/09/2022,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;04&quot;);"">Paris - 4ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : décembre 2022,"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_1475/"" target=""_blank"">hashtag #PA_1475</a></font>","<div id=""image22""><a class=""chocolat-image"" href=""photos/PA/PA_1475-decembre2022.jpg"" title=""PA_1475-decembre2022""><img src=""images/PA/PA_1475-decembre2022.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_1475,20,Paris - 4ème arrondissement,OK,2025-01-31
1475,"<img src=""grosplan/PA/PA_1476-grosplan.png"" title=""RIVE GAUCHE"" width=""100"">","<font class=""normal""><b>PA_1476 [40 pts]</b>",Date de pose : 12/10/2022,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;07&quot;);"">Paris - 7ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : octobre 2022,"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_1476/"" target=""_blank"">hashtag #PA_1476</a></font>","<div id=""image23""><a class=""chocolat-image"" href=""photos/PA/PA_1476-octobre2022.jpg"" title=""PA_1476-octobre2022""><img src=""images/PA/PA_1476-octobre2022.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_1476,40,Paris - 7ème arrondissement,OK,2025-01-31
1476,"<img src=""grosplan/PA/PA_1477-grosplan.png"" title=""SPACE INBURGER"" width=""100"">","<font class=""normal""><b>PA_1477 [30 pts]</b>",Date de pose : 17/10/2022,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;11&quot;);"">Paris - 11ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : octobre 2022 (report),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_1477/"" target=""_blank"">hashtag #PA_1477</a></font>","<img src=""images/PA/PA_1477-octobre2022.jpg"" width=""300"">",&nbsp;,PA_1477,30,Paris - 11ème arrondissement,OK,2025-01-31
1477,"<img src=""grosplan/PA/PA_1478-grosplan.png"" title=""ALIVE CRYPTOPUNK ON DEAD NEW ROSE"" width=""100"">","<font class=""normal""><b>PA_1478 [30 pts]</b>",Date de pose : 25/10/2022,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;06&quot;);"">Paris - 6ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : octobre 2022,"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_1478/"" target=""_blank"">hashtag #PA_1478</a></font>","<div id=""image24""><a class=""chocolat-image"" href=""photos/PA/PA_1478-octobre2022.jpg"" title=""PA_1478-octobre2022""><img src=""images/PA/PA_1478-octobre2022.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_1478,30,Paris - 6ème arrondissement,OK,2025-01-31
1478,"<img src=""grosplan/PA/PA_1479-grosplan.png"" title=""CRYPTOPUNKETTE ROCKS L'OLYMPIC"" width=""100"">","<font class=""normal""><b>PA_1479 [30 pts]</b>",Date de pose : 25/10/2022,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;18&quot;);"">Paris - 18ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : octobre 2022,"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_1479/"" target=""_blank"">hashtag #PA_1479</a></font>","<div id=""image25""><a class=""chocolat-image"" href=""photos/PA/PA_1479-octobre2022.jpg"" title=""PA_1479-octobre2022""><img src=""images/PA/PA_1479-octobre2022.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_1479,30,Paris - 18ème arrondissement,OK,2025-01-31
