invader_name,Latitude,Longitude,number
PA_257,48.8577134,2.285706233333333,257.0
PA_258,48.854479,2.2787899333333335,258.0
PA_259,48.84826653333334,2.2598861666666665,259.0
PA_260,48.847412299999995,2.2687181666666665,260.0
PA_261,48.84420773333333,2.4020983,261.0
PA_262,48.847827300000006,2.397907866666667,262.0
PA_263,48.869907966666666,2.285639833333333,263.0
PA_264,48.86299853333333,2.275510333333333,264.0
PA_265,48.8626486,2.2724082333333335,265.0
PA_266,48.86465796666667,2.295634966666667,266.0
PA_267,48.86413103333334,2.2902578,267.0
PA_268,48.87902176666666,2.303604366666667,268.0
PA_269,48.81812656666667,2.4553424666666666,269.0
PA_270,48.8681853,2.3652396666666666,270.0
PA_271,48.86913836666667,2.377470133333333,271.0
PA_272,48.8267643,2.3641394000000004,272.0
PA_273,48.86035636666667,2.3501670333333333,273.0
PA_274,48.852785187148164,2.368682862786352,274.0
PA_275,48.879435199999996,2.365228533333333,275.0
PA_276,48.8437097,2.3742914,276.0
PA_277,48.85333946666666,2.375851133333333,277.0
PA_278,48.852855966666674,2.4065594666666663,278.0
PA_279,48.87163516666667,2.3761476,279.0
PA_280,48.86387826666667,2.385989133333333,280.0
PA_281,48.8577905,2.3529424,281.0
PA_282,48.858043099999996,2.3526953,282.0
PA_283,48.870847266666665,2.3735512666666665,283.0
PA_284,48.8637249,2.3747501,284.0
PA_285,48.86603023333333,2.346007666666667,285.0
PA_286,48.88753216666667,2.3444892999999998,286.0
PA_287,48.856650841882164,2.356840102204845,287.0
PA_288,48.87183731634842,2.3765923871796186,288.0
PA_289,48.8699585,2.3710835,289.0
PA_290,48.86581283333334,2.3779259666666666,290.0
PA_291,48.86787026666667,2.3901308666666665,291.0
PA_292,48.8719846,2.376412666666667,292.0
PA_293,48.870673466666666,2.373371433333333,293.0
PA_294,48.8582084,2.3560596666666664,294.0
PA_295,48.86372226666666,2.3446995000000004,295.0
PA_296,48.864893,2.3449185,296.0
PA_297,48.865457400000004,2.3426264666666667,297.0
PA_298,48.8680671,2.3364079,298.0
PA_299,48.834604,2.3674786,299.0
PA_301,48.85026153333334,2.3734827,301.0
PA_302,48.879060333333335,2.3898567666666666,302.0
PA_303,48.82682856666667,2.3507347000000003,303.0
PA_304,48.8332445,2.3543841,304.0
PA_305,48.842630766666666,2.3555182333333335,305.0
PA_306,48.7759614,2.346493,306.0
PA_307,48.86867516666666,2.3894001333333335,307.0
PA_308,48.8414007,2.2252779,308.0
PA_309,48.876931033333335,2.2826958333333334,309.0
PA_310,48.83747056666667,2.2552804,310.0
PA_311,48.84357963333333,2.3302964,311.0
PA_312,48.828361300000005,2.3270626,312.0
PA_313,48.8613904,2.3431778,313.0
PA_314,48.8331368,2.3619157,314.0
PA_315,48.83007733333333,2.3511059333333333,315.0
PA_316,48.82729896666666,2.334778066666667,316.0
PA_317,48.8367034,2.331656466666667,317.0
PA_318,48.852515000000004,2.4070728666666668,318.0
PA_319,48.86337246666667,2.3489723999999996,319.0
PA_320,48.83659373333333,2.338121233333333,320.0
PA_321,48.8465463,2.3419828333333332,321.0
PA_322,48.848869,2.332960033333333,322.0
PA_323,48.85442810000001,2.3842438,323.0
PA_324,48.8655229,2.3308584,324.0
PA_325,48.8649653,2.3939667,325.0
PA_326,48.8463542,2.3942487666666668,326.0
PA_327,48.873018433333336,2.3478090999999996,327.0
PA_328,48.8651214,2.344231966666667,328.0
PA_329,48.88652546666666,2.3611606666666667,329.0
PA_330,48.87841446666667,2.3492688333333334,330.0
PA_331,48.85938556666667,2.3530029,331.0
PA_332,48.859612999999996,2.3893014999999997,332.0
PA_333,48.880002,2.3442562000000002,333.0
PA_334,48.8440429,2.363975866666667,334.0
PA_335,48.882132033333335,2.3699454,335.0
PA_336,48.890232166666664,2.353253233333333,336.0
PA_337,48.8645101,2.412647,337.0
PA_338,48.8852348,2.2970277,338.0
PA_339,48.865415866666666,2.3947576,339.0
PA_340,48.853596,2.3536042,340.0
PA_341,48.860423266666665,2.363993066666667,341.0
PA_342,48.879081033333335,2.3369415,342.0
PA_343,48.86021793333333,2.2911409,343.0
PA_344,48.859546033333324,2.2925253666666667,344.0
PA_345,48.84896673333333,2.3217518,345.0
PA_346,48.84289786666667,2.3122652,346.0
PA_347,48.84318753333333,2.3254869333333335,347.0
PA_348,48.884035299999994,2.3561707,348.0
PA_349,48.861244066666664,2.302602933333333,349.0
PA_350,48.822933,2.365082,350.0
PA_351,48.8700178,2.3941980333333333,351.0
PA_352,48.87767656666667,2.3582234666666664,352.0
PA_353,48.86943796666666,2.3247414,353.0
PA_354,48.8586542,2.3459440666666667,354.0
PA_355,48.862643733333336,2.3496779333333335,355.0
PA_356,48.8621456,2.3636324,356.0
PA_357,48.83202693333334,2.2903708999999997,357.0
PA_358,48.8714602,2.3913067666666667,358.0
PA_359,48.8664671,2.332888366666667,359.0
PA_360,48.863943199999994,2.3312292333333335,360.0
PA_361,48.830879,2.3527353333333334,361.0
PA_362,48.87172796666667,2.3647044000000004,362.0
PA_363,48.8263334,2.3600347999999998,363.0
PA_364,48.83711843333333,2.2963831,364.0
PA_365,48.83925366666667,2.3003029666666666,365.0
PA_366,48.829911333333335,2.3035489,366.0
PA_367,48.82981216666667,2.3017111999999997,367.0
PA_368,48.8643072,2.3754206,368.0
PA_369,48.85340846666666,2.3850797333333333,369.0
PA_370,48.86788646666667,2.3644136000000002,370.0
PA_371,48.850373033333334,2.3831386,371.0
PA_372,48.851950933333335,2.3739543666666667,372.0
PA_373,48.8660663,2.3788123333333333,373.0
PA_374,48.8531829,2.3265523,374.0
PA_375,48.870927800000004,2.3953814,375.0
PA_376,48.86166433333333,2.3624256666666668,376.0
PA_377,48.86302146666666,2.3710504333333335,377.0
PA_378,48.86174199999999,2.361306266666667,378.0
PA_379,48.85881546666667,2.357305633333333,379.0
PA_380,48.86295163333333,2.3092735,380.0
PA_381,48.852266033333336,2.3012771666666665,381.0
PA_382,48.85478753333333,2.2884239333333336,382.0
PA_383,48.86654146666667,2.364786666666667,383.0
PA_384,48.86970170000001,2.3783544,384.0
PA_385,48.8314757,2.3685696666666667,385.0
PA_386,48.88184523333334,2.3207984333333336,386.0
PA_387,48.8813015,2.3153847,387.0
PA_388,48.8412007,2.3198112666666666,388.0
PA_389,48.8794629,2.3893842000000003,389.0
PA_390,48.856021999999996,2.3863459,390.0
PA_391,48.83175773333334,2.384996166666667,391.0
PA_392,48.85456013333334,2.3424480666666665,392.0
PA_393,48.8429789,2.3660463,393.0
PA_394,48.85434686666667,2.3446226666666665,394.0
PA_395,48.8518283,2.3244902666666665,395.0
PA_396,48.8626724,2.3543727333333333,396.0
PA_397,48.8679474,2.4196958,397.0
PA_398,48.84737056666666,2.3656548999999996,398.0
PA_399,48.86257333333333,2.3021979333333333,399.0
PA_400,48.8621004,2.3022610333333335,400.0
PA_401,48.84399906666666,2.3549659000000003,401.0
PA_402,48.86242776666666,2.3201154666666666,402.0
PA_403,48.83208443333333,2.302884966666667,403.0
PA_404,48.86943626666667,2.3420611,404.0
PA_405,48.83015766666667,2.3059208000000004,405.0
PA_406,48.86075206666667,2.3571519000000003,406.0
PA_407,48.860106800000004,2.3608732,407.0
PA_408,48.8630156,2.3911786,408.0
PA_409,48.8652812,2.3753643,409.0
PA_410,48.86837966666667,2.388207533333333,410.0
PA_411,48.8670458,2.3979976,411.0
PA_412,48.864813266666665,2.3936169333333335,412.0
PA_413,48.86989023333334,2.3232174,413.0
PA_414,48.89197293333333,2.4100262,414.0
PA_415,48.85290146666667,2.386347766666667,415.0
PA_416,48.87153596666667,2.3631936000000002,416.0
PA_417,48.8647766,2.3643498,417.0
PA_418,48.90145546666667,2.344333733333333,418.0
PA_419,48.8558917,2.4151576,419.0
PA_420,48.90912933333334,2.3360303666666664,420.0
PA_421,48.86475843333333,2.3957091666666663,421.0
PA_422,48.83123606666667,2.3692029666666667,422.0
PA_423,48.871842799999996,2.3098991333333334,423.0
PA_424,48.86466983333333,2.2955703666666665,424.0
PA_425,48.81809,2.415144,425.0
PA_426,48.81605293333333,2.357002766666667,426.0
PA_427,48.829912,2.375363,427.0
PA_428,48.874514266666665,2.2923218,428.0
PA_429,48.8762849,2.2924896333333336,429.0
PA_430,48.87217893333334,2.3651332333333333,430.0
PA_431,48.84722286666666,2.4143275,431.0
PA_432,48.87106213333333,2.3931776,432.0
PA_433,48.843339433333334,2.402249266666667,433.0
PA_434,48.8407249,2.3979878,434.0
PA_435,48.8653932,2.3758926000000002,435.0
PA_436,48.8609492,2.350750766666667,436.0
PA_437,48.87767186666667,2.370594233333333,437.0
PA_438,48.882956033333336,2.3858746666666666,438.0
PA_439,48.8840511,2.3282224,439.0
PA_440,48.8419904,2.3675859,440.0
PA_441,48.8155223,2.3562959666666665,441.0
PA_442,48.8744661,2.3930448666666666,442.0
PA_443,48.876141999999994,2.381140333333333,443.0
PA_444,48.8831599,2.365847533333333,444.0
PA_445,48.88053823333333,2.360871433333333,445.0
PA_446,48.8702619,2.3732389,446.0
PA_447,48.87267023333334,2.363761666666667,447.0
PA_448,48.87214383333333,2.3651577666666666,448.0
PA_449,48.8715542,2.3147136,449.0
PA_450,48.864772466666665,2.3568491666666667,450.0
PA_451,48.85336533333333,2.376680133333333,451.0
PA_452,48.8528096,2.376366266666667,452.0
PA_453,48.864582033333335,2.3896336666666667,453.0
PA_454,48.87313126666667,2.3636582333333336,454.0
PA_455,48.85517936666667,2.3377142333333336,455.0
PA_456,48.864624133333336,2.2943565333333336,456.0
PA_457,48.8681271,2.3631656,457.0
PA_458,48.866408400000005,2.390931033333333,458.0
PA_459,48.834916,2.3682843333333334,459.0
PA_460,48.83439523333334,2.3698535333333335,460.0
PA_461,48.861752466666665,2.4000418999999997,461.0
PA_462,48.8683826,2.3476133,462.0
PA_463,48.86247473333333,2.3386029333333336,463.0
PA_464,48.857054733333335,2.355445366666667,464.0
PA_465,48.856984366666666,2.3785636666666665,465.0
PA_466,48.8681522,2.3733989666666666,466.0
PA_467,48.87168976666666,2.3846431999999997,467.0
PA_468,48.865914233333335,2.3469615000000004,468.0
PA_469,48.8538886,2.3336452,469.0
PA_470,48.864796033333334,2.345632266666667,470.0
PA_471,48.868833466666665,2.3900847333333335,471.0
PA_472,48.85906143333333,2.3713842666666665,472.0
PA_473,48.85147559999999,2.3380106333333335,473.0
PA_474,48.880580433333336,2.3085878333333336,474.0
PA_475,48.87467603333334,2.293324533333333,475.0
PA_476,48.87183146666667,2.3060719666666665,476.0
PA_477,48.85428996666667,2.4155419,477.0
PA_478,48.852617233333326,2.2814346666666667,478.0
PA_479,48.8593964,2.3470254,479.0
PA_480,48.85587133333333,2.359774433333333,480.0
PA_481,48.844989166666664,2.3324495333333335,481.0
PA_482,48.857214633333335,2.361750033333333,482.0
PA_483,48.86392996666666,2.3520096666666666,483.0
PA_484,48.8783984,2.3229957999999997,484.0
PA_485,48.870267133333336,2.2899034333333335,485.0
PA_486,48.85290903333333,2.3190815666666666,486.0
PA_487,48.84795093333333,2.340965733333333,487.0
PA_488,48.83484430000001,2.4003951333333333,488.0
PA_489,48.87412053333333,2.385581566666667,489.0
PA_490,48.89955546666667,2.3920237666666666,490.0
PA_491,48.862008,2.3568624,491.0
PA_492,48.873933766666674,2.3952851,492.0
PA_493,48.861239833333336,2.3435206666666666,493.0
PA_494,48.841355799999995,2.3251647666666666,494.0
PA_495,48.84449816666666,2.3525294333333333,495.0
PA_496,48.86881433333334,2.356248133333333,496.0
PA_497,49.006795366666665,2.528174,497.0
PA_498,48.880828433333335,2.3357718,498.0
PA_499,48.877402133333334,2.3654358666666666,499.0
PA_500,48.8634443,2.3475672,500.0
PA_501,48.8663898,2.3646596,501.0
PA_502,48.8403987,2.3529982333333335,502.0
PA_503,48.860382566666665,2.3646732333333333,503.0
PA_504,48.85771893333333,2.3583672666666664,504.0
PA_505,48.85978686666667,2.3628892666666665,505.0
PA_506,48.86688986666667,2.349319,506.0
PA_507,48.87540190000001,2.3690121666666664,507.0
PA_508,48.8616849,2.3441604333333332,508.0
PA_509,48.8618333,2.3442493,509.0
PA_510,48.85328646666667,2.370583733333333,510.0
PA_511,48.859047,2.4021006,511.0
PA_512,48.8838502,2.3683423,512.0
PA_513,48.8618086,2.3642921,513.0
PA_514,48.864149700000006,2.296888666666667,514.0
PA_515,48.84853393333333,2.3939159333333335,515.0
PA_516,48.870178733333326,2.395524066666667,516.0
PA_517,48.8616662,2.3654641,517.0
PA_519,48.8593408,2.3596318,519.0
PA_520,48.835493299999996,2.4947478,520.0
PA_521,48.875559366666664,2.3998499333333334,521.0
PA_522,48.8663783,2.3689907333333333,522.0
PA_523,48.85277416666667,2.3532423333333337,523.0
PA_524,48.82694113333333,2.5088294666666666,524.0
PA_525,48.859457533333334,2.3526726,525.0
PA_526,48.860423266666665,2.4871190333333333,526.0
PA_527,48.83326336666667,2.366093033333333,527.0
PA_528,48.8506486,2.3475405,528.0
PA_529,48.849367300000004,2.3517115,529.0
PA_530,48.873544366666664,2.388360066666667,530.0
PA_531,48.8701426,2.3953162999999997,531.0
PA_532,48.865901799999996,2.3781530666666666,532.0
PA_533,48.90082623333333,2.3438681666666668,533.0
PA_534,48.86459120000001,2.2969934,534.0
PA_535,48.855306266666666,2.3999186333333333,535.0
PA_536,48.8395267,2.3887237333333338,536.0
PA_537,48.866430699999995,2.382699166666667,537.0
PA_538,48.8840866,2.3324355,538.0
PA_539,48.86200493333333,2.354149866666667,539.0
PA_540,48.8682004,2.381304,540.0
PA_541,48.855574,2.3746884,541.0
PA_542,48.84337416666667,2.379224966666667,542.0
PA_543,48.83259923333333,2.370970433333333,543.0
PA_544,48.853630333333335,2.3768690666666665,544.0
PA_545,48.86759873333333,2.3965790333333334,545.0
PA_546,48.83200566666667,2.397195266666667,546.0
PA_547,48.87314213333334,2.3816189333333333,547.0
PA_548,48.87098283333333,2.3738483,548.0
PA_549,48.87328286666666,2.3589571333333335,549.0
PA_550,48.854819866666666,2.336605033333333,550.0
PA_551,48.86524156666667,2.4115021333333333,551.0
PA_552,48.87167763333334,2.3302731333333333,552.0
PA_553,48.881488866666665,2.3399533333333333,553.0
PA_554,48.84309076666667,2.391750933333333,554.0
PA_555,48.85460496666667,2.3686765333333333,555.0
PA_556,48.851910833333335,2.3490544,556.0
PA_557,48.841558633333335,2.3411784333333334,557.0
PA_558,48.83859366666667,2.3959007,558.0
PA_559,48.838728366666665,2.3964057999999997,559.0
PA_560,48.868586066666666,2.2740484333333333,560.0
PA_561,48.890307,2.347126,561.0
PA_562,48.89241443333333,2.339935666666667,562.0
PA_563,48.8622072,2.3371282333333334,563.0
PA_564,48.839904766666656,2.3619141,564.0
PA_565,48.88107826666667,2.3618542,565.0
PA_566,48.85986716666667,2.3885063333333334,566.0
PA_567,48.87602793333334,2.402199166666667,567.0
PA_568,48.87988326666667,2.358772033333333,568.0
PA_569,48.81685193333333,2.4428348,569.0
PA_570,48.85530663333333,2.3594952,570.0
PA_571,48.8472698,2.3674626333333335,571.0
PA_572,48.856483533333325,2.357368166666667,572.0
PA_573,48.87091213333333,2.393062066666667,573.0
PA_574,48.8300042,2.4937303666666666,574.0
PA_575,48.86159803333334,2.3630288333333334,575.0
PA_576,48.86244753333333,2.3352188,576.0
PA_577,48.87323033333333,2.3898369333333336,577.0
PA_578,48.84527713333333,2.3118494666666667,578.0
PA_579,48.86251633333333,2.3349108,579.0
PA_580,48.8579495,2.3528666,580.0
PA_581,48.86245293333334,2.3351892666666667,581.0
PA_582,48.86657656666667,2.3357075333333337,582.0
PA_583,48.87775903333333,2.3262997999999997,583.0
